ID;Ubicacion;Localidad;Interes Turistico;Superficie (m²);Precio (€);Acceso a Transporte Publico;Proximidad a Servicios (km);Zona Residencial;Zona Comercial;Indice de Criminalidad;Restricciones de Construccion;Comprar
815;Lat, Long;Burgos;0;527;316746;0;0.8135218008289979;1;1;50;15.0;False
816;Lat, Long;Castellón;0;502;381558;1;0.11959535630458831;0;1;0;inf;False
817;Lat, Long;Zamora;25;665;233638;1;0.18179516928063888;1;1;0;20.0;False
818;Lat, Long;La Coruña;100;560;308083;1;0.6189275662022232;0;0;75;15.0;False
819;Lat, Long;Málaga;75;948;252123;0;0.9821596725918433;0;0;25;inf;False
820;Lat, Long;Biscay;0;594;283417;0;0.7825226535536194;0;0;0;inf;False
821;Lat, Long;Baleares;0;710;300980;0;0.36823671877284925;0;1;0;20.0;False
822;Lat, Long;Córdoba;75;976;311647;1;0.2840149673222474;0;0;50;inf;False
823;Lat, Long;Biscay;50;504;301512;0;0.19005187225928383;1;1;50;20.0;False
824;Lat, Long;Soria;25;923;373379;1;0.11627086990324521;0;1;75;20.0;False
825;Lat, Long;Murcia;75;946;369459;0;0.8729339794086448;1;1;0;15.0;False
826;Lat, Long;Albacete;100;779;332876;1;0.5659097148860571;0;1;100;15.0;False
827;Lat, Long;Biscay;75;948;239109;0;0.928875385983828;1;0;25;inf;False
828;Lat, Long;Cádiz;100;904;318115;0;0.728615955885646;0;1;50;15.0;False
829;Lat, Long;Alicante;25;719;394217;1;0.3532920077115106;0;0;0;15.0;False
830;Lat, Long;Valladolid;0;837;296781;1;0.4888641812753062;1;0;0;inf;False
831;Lat, Long;Asturias;25;503;295902;0;0.9139545180664839;1;1;100;inf;False
832;Lat, Long;Granada;0;523;319627;1;0.7403149263127258;0;0;75;inf;False
833;Lat, Long;Biscay;100;611;288345;1;0.7703416549334519;1;1;0;15.0;True
834;Lat, Long;Ciudad Real;0;582;274652;0;0.2028232071632751;1;1;75;15.0;False
835;Lat, Long;Valladolid;50;634;208876;1;0.64441329450107;1;0;100;inf;True
836;Lat, Long;Madrid;50;790;275710;0;0.9238118988764056;1;0;0;15.0;False
837;Lat, Long;Teruel;25;719;255073;0;0.6081788560786374;0;1;100;inf;False
838;Lat, Long;Guipúzcoa;0;959;267351;1;0.3509336225753018;1;0;100;15.0;False
839;Lat, Long;Soria;25;881;257593;1;0.5726423455108339;0;1;25;inf;False
840;Lat, Long;Santa Cruz de Tenerife;75;801;239977;0;0.816559404669236;1;0;0;inf;True
841;Lat, Long;La Rioja;25;802;260965;1;0.8243288659570677;1;1;100;15.0;False
842;Lat, Long;Valencia;50;952;282736;0;0.355967198180722;1;1;75;20.0;True
843;Lat, Long;La Coruña;75;661;286409;0;0.2692121258071939;1;1;100;inf;True
844;Lat, Long;Castellón;50;580;383605;0;0.35443817904791586;0;0;50;inf;False
845;Lat, Long;Biscay;75;517;215511;1;0.40284872114485026;1;0;75;20.0;True
846;Lat, Long;Jaén;100;593;364575;0;0.33915164816177246;0;0;25;15.0;False
847;Lat, Long;Burgos;25;894;372426;1;0.4380683231408208;0;0;0;20.0;False
848;Lat, Long;Las Palmas;100;905;315961;1;0.4483948480274935;1;1;50;15.0;False
849;Lat, Long;Barcelona;0;838;376073;1;0.11771763247210126;0;0;100;15.0;False
850;Lat, Long;Santa Cruz de Tenerife;25;802;240488;1;0.6777648131188054;0;1;25;inf;False
851;Lat, Long;Guipúzcoa;50;868;312814;0;0.8800473674798734;1;0;0;20.0;False
852;Lat, Long;Tarragona;75;984;247828;0;0.3811629994683654;0;1;100;15.0;True
853;Lat, Long;Valencia;25;964;242864;0;0.20410285616850074;0;1;75;15.0;False
854;Lat, Long;Castellón;75;989;208479;1;0.9972727044959748;1;0;50;15.0;False
855;Lat, Long;Albacete;100;804;246491;1;0.10553728790937456;0;0;0;15.0;True
856;Lat, Long;Lugo;75;659;323125;0;0.35441953574545926;1;0;25;15.0;False
857;Lat, Long;Soria;50;771;376260;1;0.3977184042486579;0;1;0;20.0;False
858;Lat, Long;Lugo;100;676;352083;1;0.6056935719120252;1;1;100;inf;False
859;Lat, Long;Palencia;50;878;397140;1;0.832442754223722;0;0;25;15.0;False
860;Lat, Long;Badajoz;50;623;266061;1;0.802995057538167;0;1;100;15.0;True
861;Lat, Long;Asturias;0;898;283180;1;0.3255374476804661;0;0;75;20.0;False
862;Lat, Long;Toledo;50;719;345608;0;0.5931703958644684;1;0;75;20.0;False
863;Lat, Long;Toledo;75;665;319080;1;0.13409405768907345;0;1;50;15.0;False
864;Lat, Long;Pontevedra;75;741;275400;1;0.6728584150422317;0;1;75;15.0;True
865;Lat, Long;Barcelona;25;508;282059;1;0.6203765032784879;1;0;25;inf;False
866;Lat, Long;Cantabria;75;525;318804;0;0.3600136916851966;1;1;25;15.0;False
867;Lat, Long;La Coruña;75;932;310244;0;0.32130291174552544;1;1;25;inf;False
868;Lat, Long;Teruel;50;639;326501;0;0.7199541628016817;0;0;75;inf;False
869;Lat, Long;Guipúzcoa;50;931;325936;0;0.968235371704055;0;1;100;inf;False
870;Lat, Long;La Rioja;50;757;322175;1;0.5749156880884199;1;1;100;inf;False
871;Lat, Long;Cáceres;25;632;241905;0;0.18668112314785604;0;0;50;15.0;False
872;Lat, Long;La Rioja;25;993;351716;0;0.35820951811479385;0;0;50;15.0;False
873;Lat, Long;Segovia;25;630;332424;0;0.8089810813634796;0;1;0;inf;False
874;Lat, Long;Alicante;25;573;363684;0;0.7545163153203759;1;0;50;inf;False
875;Lat, Long;Teruel;100;800;220178;1;0.8145279646762636;0;1;50;inf;True
876;Lat, Long;Navarra;0;622;247175;1;0.5472155712841037;1;0;25;inf;False
877;Lat, Long;Pontevedra;0;866;206629;1;0.7182965625170212;1;0;75;inf;False
878;Lat, Long;Álava;0;568;311668;1;0.3730651945861094;1;1;75;inf;False
879;Lat, Long;Navarra;25;748;257599;0;0.7426303822512738;0;1;50;15.0;False
880;Lat, Long;Guadalajara;25;572;287146;1;0.44947984442163913;0;0;100;15.0;False
881;Lat, Long;Girona;50;752;323745;0;0.8776448623339536;1;0;75;inf;False
882;Lat, Long;Málaga;50;618;382578;0;0.6677673341177983;1;1;100;20.0;False
883;Lat, Long;Huelva;100;861;327524;0;0.34818435313642143;0;0;50;15.0;False
884;Lat, Long;Burgos;0;921;263734;0;0.7266962962436572;1;1;25;inf;False
885;Lat, Long;Cádiz;25;921;276125;1;0.4604292390314596;1;1;50;inf;False
886;Lat, Long;Teruel;50;862;391273;1;0.9624270051328601;1;1;0;inf;False
887;Lat, Long;Asturias;50;710;377114;0;0.13605200716756044;0;0;25;20.0;False
888;Lat, Long;Huelva;75;582;334538;0;0.8788658671292886;1;0;100;15.0;False
889;Lat, Long;Jaén;100;572;308764;0;0.8731034919682973;1;0;100;inf;False
890;Lat, Long;Ciudad Real;25;641;238151;0;0.10215421740174893;0;1;75;inf;False
891;Lat, Long;Almería;50;798;203313;0;0.8095620222309347;1;1;50;inf;True
892;Lat, Long;Ávila;75;763;373536;0;0.6766981704251009;1;1;25;15.0;False
893;Lat, Long;Cáceres;25;963;278221;1;0.4504369815234498;0;0;25;15.0;False
894;Lat, Long;Ourense;75;585;346112;1;0.7488772858356485;0;1;50;20.0;False
895;Lat, Long;Cuenca;100;554;258119;0;0.19218869763230867;0;1;100;inf;True
896;Lat, Long;Albacete;100;861;349014;1;0.12134149169785106;1;1;0;20.0;False
897;Lat, Long;Baleares;0;737;386370;1;0.803530127015314;1;1;75;inf;False
898;Lat, Long;Guadalajara;50;588;397531;1;0.6548195477929901;0;0;25;inf;False
899;Lat, Long;Biscay;50;505;262516;1;0.3706107053405602;0;0;0;inf;True
900;Lat, Long;Zaragoza;25;624;351050;0;0.9114685513495346;1;1;75;15.0;False
901;Lat, Long;Málaga;25;773;243575;1;0.40700014762653014;1;0;50;15.0;False
902;Lat, Long;Pontevedra;25;940;336797;1;0.4042331421974822;1;0;50;inf;False
903;Lat, Long;Málaga;75;879;301773;0;0.567073048501702;0;0;0;inf;False
904;Lat, Long;Lugo;50;905;262648;1;0.22176298435501401;0;1;100;inf;True
905;Lat, Long;Cáceres;75;650;315094;0;0.3405177264089475;0;0;75;inf;False
906;Lat, Long;Cuenca;25;791;376748;1;0.6653530557423135;1;1;25;inf;False
907;Lat, Long;Valencia;0;583;263391;1;0.1729779374451309;1;1;25;20.0;False
908;Lat, Long;Albacete;25;871;289916;1;0.15633306453585172;0;1;25;inf;False
909;Lat, Long;Valladolid;25;602;371175;0;0.9832282887795705;1;0;75;inf;False
910;Lat, Long;Álava;25;969;381154;0;0.9250732127445834;1;1;0;20.0;False
911;Lat, Long;Badajoz;0;575;377634;1;0.31147836876880586;1;1;75;inf;False
912;Lat, Long;Cuenca;25;732;320010;0;0.5665500158846476;1;1;25;20.0;False
913;Lat, Long;Valencia;50;678;394858;0;0.24789402256936066;0;0;100;20.0;False
914;Lat, Long;Guipúzcoa;50;674;350464;0;0.9127869117896535;0;0;75;15.0;False
915;Lat, Long;Cantabria;25;865;288996;1;0.9024856178392672;0;1;75;inf;False
916;Lat, Long;La Coruña;100;756;226512;1;0.4973200016846835;1;1;0;inf;True
917;Lat, Long;Zaragoza;100;808;254768;1;0.8520936647413392;1;1;100;inf;True
918;Lat, Long;Badajoz;25;842;311318;1;0.6867821497582738;0;1;50;inf;False
919;Lat, Long;Jaén;0;584;285912;1;0.3170281056678305;0;1;25;inf;False
920;Lat, Long;Huelva;25;858;236314;1;0.41612912106310107;0;1;0;15.0;False
921;Lat, Long;Ávila;75;737;287350;1;0.12078026134007463;0;0;0;inf;True
922;Lat, Long;Almería;25;561;389832;0;0.552747413712422;1;0;0;inf;False
923;Lat, Long;Córdoba;100;571;374273;0;0.5886970695750828;1;0;25;inf;False
924;Lat, Long;La Coruña;0;513;262913;1;0.4965241268546057;1;0;0;20.0;False
925;Lat, Long;Huesca;25;828;261094;1;0.4216032002825024;1;1;50;15.0;False
926;Lat, Long;Lleida;25;837;211217;1;0.5092110257522974;0;0;0;20.0;False
927;Lat, Long;Soria;25;963;203323;1;0.8564394503284468;1;0;50;15.0;False
928;Lat, Long;Granada;50;753;303486;1;0.5337444945051065;0;0;25;15.0;False
929;Lat, Long;Pontevedra;50;541;225811;0;0.4888299274646031;1;0;25;15.0;True
930;Lat, Long;Lugo;50;596;208247;0;0.2699635992159619;1;1;75;20.0;True
931;Lat, Long;Santa Cruz de Tenerife;100;702;387076;0;0.5055196715235722;1;1;25;20.0;False
932;Lat, Long;Córdoba;75;667;317123;0;0.849106341371613;0;0;0;20.0;False
933;Lat, Long;Córdoba;75;596;216659;1;0.5616108302738476;0;1;25;15.0;True
934;Lat, Long;Pontevedra;50;540;372907;0;0.44154359399358223;0;1;100;15.0;False
935;Lat, Long;Madrid;0;652;313215;0;0.7694654360981925;1;0;75;15.0;False
936;Lat, Long;Valencia;0;928;305048;1;0.9597708931150746;1;0;25;15.0;False
937;Lat, Long;Jaén;75;844;307934;1;0.3794763360567385;0;0;0;inf;False
938;Lat, Long;Girona;100;536;351954;0;0.4885336930757255;1;1;50;inf;False
939;Lat, Long;Madrid;75;841;298271;0;0.7906725818899784;0;0;25;20.0;True
940;Lat, Long;La Coruña;100;698;377710;1;0.8755021192739342;0;1;0;20.0;False
941;Lat, Long;Castellón;0;551;244360;0;0.3767016321905624;0;1;50;20.0;False
942;Lat, Long;Lugo;25;704;254760;1;0.7660021375088736;1;0;75;20.0;False
943;Lat, Long;Castellón;50;816;361577;0;0.7778971977680295;0;0;75;20.0;False
944;Lat, Long;Barcelona;50;712;301880;0;0.18994309313375032;0;0;75;20.0;False
945;Lat, Long;Cádiz;100;922;216838;0;0.574713286345489;0;0;75;inf;True
946;Lat, Long;Badajoz;25;914;346974;0;0.4870304492333607;1;1;50;15.0;False
947;Lat, Long;Burgos;100;911;392111;0;0.5265844719976183;0;0;50;inf;False
948;Lat, Long;Biscay;0;512;350561;0;0.6743943505024824;1;1;50;20.0;False
949;Lat, Long;Guipúzcoa;100;805;211192;0;0.36272724549174606;0;0;50;15.0;True
950;Lat, Long;Madrid;75;652;253488;1;0.6164014321931537;0;0;100;inf;True
951;Lat, Long;Cantabria;100;817;303320;1;0.5379044367633822;1;0;100;15.0;False
952;Lat, Long;Salamanca;75;645;222910;0;0.35596329995717557;0;0;50;inf;True
953;Lat, Long;Valladolid;25;950;368728;0;0.9541263362457245;0;1;75;15.0;False
954;Lat, Long;Zaragoza;100;959;244505;1;0.7140603830308112;0;0;100;15.0;True
955;Lat, Long;Madrid;100;857;293761;0;0.8117759016867694;0;0;50;20.0;True
956;Lat, Long;Huelva;75;874;334609;0;0.14757341451425104;1;1;0;15.0;False
957;Lat, Long;Córdoba;0;602;274212;1;0.9193721430465996;1;1;0;20.0;False
958;Lat, Long;Valladolid;25;836;351382;1;0.3490286122159577;0;1;50;15.0;False
959;Lat, Long;Córdoba;50;890;204764;1;0.8834563489645528;1;0;50;20.0;True
960;Lat, Long;Ávila;50;568;357351;1;0.9852312754491618;1;0;50;inf;False
961;Lat, Long;Baleares;50;679;257783;0;0.2779247107876367;0;1;50;inf;True
962;Lat, Long;Granada;0;724;277879;1;0.12130209843292428;0;0;0;15.0;False
963;Lat, Long;Baleares;75;928;248428;0;0.376750816030304;0;0;25;15.0;True
964;Lat, Long;Santa Cruz de Tenerife;0;605;343412;1;0.4832412973818967;0;0;50;20.0;False
965;Lat, Long;Navarra;100;976;362941;1;0.9800964736485159;0;0;25;15.0;False
966;Lat, Long;Asturias;50;827;268166;1;0.1508341178174622;1;0;100;20.0;True
967;Lat, Long;Asturias;25;610;331263;1;0.4224233749892703;0;1;0;inf;False
968;Lat, Long;Cuenca;75;811;200156;1;0.25296023135090884;0;1;25;20.0;True
969;Lat, Long;Barcelona;75;934;391006;0;0.37021297613463167;1;0;100;15.0;False
970;Lat, Long;Alicante;25;622;287978;1;0.6971792192315462;0;1;100;15.0;False
971;Lat, Long;Biscay;100;555;249634;1;0.5383226683172773;1;1;25;inf;True
972;Lat, Long;Valencia;25;624;315388;0;0.8145805141631466;0;0;100;inf;False
973;Lat, Long;Zamora;50;735;308194;1;0.6100966245305398;1;1;75;15.0;False
974;Lat, Long;La Rioja;0;665;343587;1;0.8907792473540728;0;1;100;inf;False
975;Lat, Long;Palencia;0;745;307450;0;0.9398341625692161;1;0;75;20.0;False
976;Lat, Long;Guipúzcoa;100;744;283665;0;0.9958012258808451;1;1;75;15.0;False
977;Lat, Long;Ciudad Real;100;571;303379;1;0.5458188583040191;0;1;100;20.0;False
978;Lat, Long;Tarragona;25;840;298165;1;0.32807174760087005;1;0;0;20.0;False
979;Lat, Long;Las Palmas;25;550;229777;0;0.3638295155514042;0;0;50;inf;False
980;Lat, Long;Cáceres;75;655;214599;0;0.5235653995830265;1;1;50;20.0;True
981;Lat, Long;Albacete;75;649;207795;0;0.8250769094392815;0;1;25;15.0;True
982;Lat, Long;Murcia;0;668;261987;1;0.19610315794893743;1;1;0;inf;False
983;Lat, Long;Ourense;0;873;305087;0;0.5985478565561523;1;1;0;inf;False
984;Lat, Long;Ávila;100;644;260771;0;0.9492707198173994;1;1;25;15.0;False
985;Lat, Long;Albacete;25;538;257110;0;0.8181896498594425;1;0;50;20.0;False
986;Lat, Long;Huesca;25;540;397700;0;0.36684237170023815;0;1;50;20.0;False
987;Lat, Long;Guipúzcoa;50;693;335280;1;0.2997994292452894;1;0;25;inf;False
988;Lat, Long;Baleares;75;936;311112;1;0.5310520504072992;0;0;100;15.0;False
989;Lat, Long;Huesca;0;906;312468;1;0.123310730817811;0;1;50;20.0;False
990;Lat, Long;Tarragona;25;784;310668;0;0.24246418981088447;0;0;50;inf;False
991;Lat, Long;Ciudad Real;75;845;292546;1;0.4660213287706767;1;1;75;inf;True
992;Lat, Long;La Coruña;0;690;385264;1;0.23927528768152007;0;1;100;20.0;False
993;Lat, Long;Albacete;0;748;309709;0;0.8553789858699394;1;1;0;20.0;False
994;Lat, Long;Ávila;25;996;263573;1;0.8547781365869189;1;0;75;15.0;False
995;Lat, Long;León;50;904;270630;0;0.7793840690886134;0;0;25;15.0;True
996;Lat, Long;Almería;75;548;372148;0;0.6159843960402582;0;1;50;20.0;False
997;Lat, Long;León;100;567;201387;1;0.1619965184552412;1;0;75;15.0;True
998;Lat, Long;Cuenca;0;532;208691;1;0.8319308997884436;0;0;100;15.0;False
999;Lat, Long;Toledo;25;881;265399;0;0.1959317903354072;0;1;25;20.0;False
1000;Lat, Long;Tarragona;100;946;227573;1;0.18521906715594366;0;1;0;inf;True
1001;Lat, Long;Baleares;0;851;339434;1;0.18811750559280066;0;0;25;inf;False
1002;Lat, Long;Álava;75;861;215655;0;0.5596737546353044;1;0;50;20.0;True
1003;Lat, Long;Valencia;50;783;313006;0;0.10044907622583898;1;1;0;15.0;False
1004;Lat, Long;Murcia;100;782;218281;0;0.39967148710908174;1;1;75;20.0;True
1005;Lat, Long;Salamanca;50;544;230827;1;0.6044619617657501;0;0;50;20.0;True
1006;Lat, Long;Barcelona;100;948;309402;1;0.7882453196439277;1;1;25;20.0;False
1007;Lat, Long;Albacete;75;790;242783;0;0.2870927801608771;1;0;0;inf;True
1008;Lat, Long;Sevilla;100;881;329864;1;0.9847058409575717;0;1;100;inf;False
1009;Lat, Long;Granada;50;545;362363;0;0.9164350920616199;0;0;0;15.0;False
1010;Lat, Long;Cuenca;0;722;225588;0;0.24031195371723443;0;1;75;20.0;False
1011;Lat, Long;Lleida;25;713;236407;0;0.5993704620216652;1;0;0;15.0;False
1012;Lat, Long;Lugo;0;914;334475;1;0.4174243207445991;0;1;75;20.0;False
1013;Lat, Long;Segovia;50;519;277130;1;0.8903969777417734;1;0;50;20.0;True
1014;Lat, Long;Lleida;50;604;281756;0;0.8499766520647423;0;0;25;15.0;True
1015;Lat, Long;León;75;867;249511;0;0.17155823241960022;1;1;100;15.0;True
1016;Lat, Long;Burgos;100;802;336598;1;0.2163026892897396;1;1;100;inf;False
1017;Lat, Long;Málaga;75;611;231563;0;0.7010925789370824;1;0;100;20.0;True
1018;Lat, Long;Lleida;100;889;272375;0;0.6720246518917721;0;1;0;inf;True
1019;Lat, Long;Cáceres;50;998;331075;1;0.9546818773139436;1;1;75;inf;False
1020;Lat, Long;Baleares;25;596;221372;0;0.49585201976824456;1;0;50;inf;False
1021;Lat, Long;Lugo;75;910;328644;0;0.7146801517138248;0;1;75;inf;False
1022;Lat, Long;Soria;100;957;225759;1;0.35267856801740305;0;1;100;15.0;True
1023;Lat, Long;Pontevedra;50;913;372576;0;0.9654495084552637;1;0;50;20.0;False
1024;Lat, Long;Valencia;100;709;368690;1;0.6228439547931299;1;0;25;15.0;False
1025;Lat, Long;Granada;75;626;347181;0;0.6241216505703818;0;0;75;20.0;False
1026;Lat, Long;Girona;0;787;266491;0;0.17930058715996688;1;1;100;20.0;False
1027;Lat, Long;Huesca;25;757;235030;1;0.41939389476470745;0;0;25;20.0;False
1028;Lat, Long;Pontevedra;25;609;228647;1;0.3278930328217773;1;0;50;15.0;False
1029;Lat, Long;Murcia;50;869;313180;1;0.6448041992727349;1;1;75;20.0;False
1030;Lat, Long;Cantabria;50;673;367897;0;0.4359949753161294;1;1;75;15.0;False
1031;Lat, Long;Baleares;0;907;371461;0;0.8275651093576908;0;1;75;15.0;False
1032;Lat, Long;Córdoba;50;958;237981;1;0.24986849742918876;1;1;25;20.0;True
1033;Lat, Long;Cuenca;25;923;317382;1;0.7021007882343283;0;0;75;inf;False
1034;Lat, Long;Álava;100;811;328850;0;0.40619706792289434;0;1;75;inf;False
1035;Lat, Long;Lugo;100;680;394255;1;0.1408132388715973;1;0;75;20.0;False
1036;Lat, Long;Castellón;25;852;248197;1;0.862766348148029;1;1;50;15.0;False
1037;Lat, Long;Burgos;75;747;379332;0;0.17135008913408234;0;1;0;inf;False
1038;Lat, Long;Lugo;100;740;356396;0;0.786110342414732;0;1;100;15.0;False
1039;Lat, Long;Burgos;100;936;313253;1;0.9104737473862962;1;0;50;20.0;False
1040;Lat, Long;Cádiz;50;829;373163;0;0.6996888916817102;1;0;25;inf;False
1041;Lat, Long;Ciudad Real;0;909;283969;0;0.87281442313081;1;1;0;20.0;False
1042;Lat, Long;Almería;100;691;331968;1;0.4774237889427838;1;1;0;inf;False
1043;Lat, Long;La Coruña;25;597;338002;1;0.33847575322735884;1;1;50;15.0;False
1044;Lat, Long;Biscay;75;678;205271;0;0.3100379635461992;0;0;0;inf;True
1045;Lat, Long;Guadalajara;100;921;223236;0;0.398249175929705;1;1;50;20.0;True
1046;Lat, Long;Lleida;25;863;335069;0;0.8595426474229424;0;0;25;20.0;False
1047;Lat, Long;Soria;75;659;282246;0;0.8221768233793832;1;0;25;20.0;True
1048;Lat, Long;Zamora;0;601;307105;1;0.49580171754289004;1;1;0;15.0;False
1049;Lat, Long;León;25;845;277845;0;0.820975288645578;1;0;25;20.0;False
1050;Lat, Long;Girona;75;887;212040;0;0.8551568170459465;1;1;75;15.0;True
1051;Lat, Long;Almería;100;628;367382;1;0.881105921386911;0;1;50;15.0;False
1052;Lat, Long;Ciudad Real;25;711;322242;1;0.7596653091891872;0;1;25;15.0;False
1053;Lat, Long;Cáceres;50;845;309608;1;0.8874562076132728;0;1;0;15.0;False
1054;Lat, Long;Jaén;0;511;308502;1;0.34299051308018613;0;1;50;20.0;False
1055;Lat, Long;Teruel;75;953;239302;1;0.7570146696944694;0;0;50;inf;True
1056;Lat, Long;Guadalajara;50;647;236687;0;0.18394809226319858;1;0;0;inf;True
1057;Lat, Long;Albacete;75;913;385232;0;0.6643742669200898;1;1;25;inf;False
1058;Lat, Long;Albacete;100;973;313157;0;0.9767787702777249;0;1;75;15.0;False
1059;Lat, Long;Girona;0;872;221886;0;0.148705510055244;0;0;50;15.0;False
1060;Lat, Long;Zamora;100;745;265501;0;0.16749909192204693;1;1;50;20.0;True
1061;Lat, Long;Asturias;0;936;362930;0;0.2524826827392538;0;0;0;inf;False
1062;Lat, Long;Salamanca;100;620;302366;0;0.14101913297735258;1;1;75;15.0;False
1063;Lat, Long;Cantabria;0;660;324961;0;0.33103398808332396;0;0;25;15.0;False
1064;Lat, Long;Teruel;25;697;251585;1;0.6656149570000821;1;1;0;20.0;False
1065;Lat, Long;Ciudad Real;25;533;232036;1;0.847527976157564;1;1;0;inf;False
1066;Lat, Long;Cádiz;25;911;238196;1;0.3851304305887061;0;1;0;15.0;False
1067;Lat, Long;Granada;100;797;261731;0;0.2040746885599447;0;0;50;20.0;True
1068;Lat, Long;Asturias;100;813;381107;1;0.7562500585344826;0;0;50;inf;False
1069;Lat, Long;Cuenca;0;794;320517;0;0.6892527446550663;1;0;75;20.0;False
1070;Lat, Long;Las Palmas;75;595;201971;0;0.5567218945847692;1;1;25;20.0;True
1071;Lat, Long;Segovia;100;756;330827;1;0.14259734254236578;1;0;50;20.0;False
1072;Lat, Long;Ávila;100;918;351829;1;0.7745468321955135;0;1;25;20.0;False
1073;Lat, Long;Zaragoza;75;830;319325;1;0.5071720397808642;0;1;100;15.0;False
1074;Lat, Long;Teruel;75;690;392574;0;0.2850170936152509;1;0;25;20.0;False
1075;Lat, Long;Córdoba;50;697;218513;0;0.9356734231193359;0;0;50;inf;False
1076;Lat, Long;Sevilla;50;529;260728;1;0.6432858852202277;1;1;0;15.0;True
1077;Lat, Long;Valencia;25;695;374005;1;0.9783063748253474;0;0;50;inf;False
1078;Lat, Long;Málaga;100;931;231008;0;0.45690162267968115;0;0;75;20.0;True
1079;Lat, Long;Segovia;75;726;245110;1;0.6212422155816598;0;1;0;inf;True
1080;Lat, Long;Álava;0;683;382531;1;0.5826404976437985;1;1;100;15.0;False
1081;Lat, Long;Ourense;25;769;241653;1;0.2478769515212051;1;1;25;20.0;False
1082;Lat, Long;Lugo;25;778;324690;0;0.6262082980106379;1;0;75;20.0;False
1083;Lat, Long;Ávila;75;845;239112;0;0.12848173802948737;1;1;0;20.0;True
1084;Lat, Long;La Rioja;75;661;296265;0;0.6710403692961339;0;0;75;20.0;True
1085;Lat, Long;Almería;0;730;280590;0;0.4275603926250944;1;0;50;20.0;False
1086;Lat, Long;Zaragoza;0;836;297337;0;0.8733241092744901;1;0;100;20.0;False
1087;Lat, Long;Lugo;0;509;340397;1;0.8623886420303771;0;1;75;inf;False
1088;Lat, Long;Lugo;75;989;210181;0;0.3205274766220796;1;1;100;15.0;True
1089;Lat, Long;Pontevedra;25;996;354651;0;0.3798325441914061;1;1;25;15.0;False
1090;Lat, Long;Badajoz;75;672;348397;0;0.6051206170472984;0;1;0;20.0;False
1091;Lat, Long;Cáceres;100;976;306594;0;0.2695563576346622;1;1;100;inf;False
1092;Lat, Long;Madrid;0;625;305611;1;0.841196029944062;1;0;100;20.0;False
1093;Lat, Long;Asturias;75;812;383113;0;0.357013842534574;1;1;50;15.0;False
1094;Lat, Long;Granada;75;607;213540;0;0.9952110762989902;0;0;50;15.0;False
1095;Lat, Long;Baleares;100;885;219978;0;0.8993685620560926;1;0;50;inf;True
1096;Lat, Long;León;100;993;265934;0;0.5867857121182023;0;0;75;20.0;True
1097;Lat, Long;Huesca;0;902;285073;1;0.7023368716443403;0;0;100;inf;False
1098;Lat, Long;Badajoz;25;890;383834;0;0.3733476383384362;0;0;0;inf;False
1099;Lat, Long;Guadalajara;25;709;254053;0;0.7926987408507805;0;1;100;15.0;False
1100;Lat, Long;Jaén;50;775;285986;1;0.30308925861003855;0;1;50;20.0;True
1101;Lat, Long;Huesca;50;803;382492;1;0.14472776724173692;0;1;50;20.0;False
1102;Lat, Long;León;25;519;341556;0;0.3234683632946602;1;0;0;20.0;False
1103;Lat, Long;Málaga;75;857;228676;0;0.36710043755022526;1;0;25;20.0;True
1104;Lat, Long;Baleares;100;525;352769;1;0.24720673720618316;0;1;0;15.0;False
1105;Lat, Long;Biscay;0;851;354580;0;0.2556001201313587;0;0;0;20.0;False
1106;Lat, Long;Tarragona;0;610;328539;1;0.5753613222715012;0;1;100;15.0;False
1107;Lat, Long;Álava;100;826;298974;1;0.4803027690564402;1;1;25;inf;True
1108;Lat, Long;Ávila;50;664;312020;1;0.11949680552302572;1;1;50;15.0;False
1109;Lat, Long;Álava;0;931;290041;1;0.14597204725201982;1;1;100;15.0;False
1110;Lat, Long;León;100;570;265593;1;0.3134695659650837;1;1;75;20.0;True
1111;Lat, Long;Huesca;25;801;257960;1;0.4889731012633912;0;0;100;20.0;False
1112;Lat, Long;Jaén;75;918;337489;1;0.36128179773118474;1;0;75;inf;False
1113;Lat, Long;Palencia;25;603;203788;0;0.7357217154196514;0;0;0;inf;False
1114;Lat, Long;Castellón;0;939;207072;0;0.22240380996473022;1;1;25;inf;False
1115;Lat, Long;Valencia;25;926;274495;0;0.6206107379206812;1;1;75;inf;False
1116;Lat, Long;Madrid;50;506;329379;1;0.11537414025050552;0;1;75;15.0;False
1117;Lat, Long;Pontevedra;75;583;250071;0;0.6473895610780067;1;1;75;20.0;True
1118;Lat, Long;Castellón;100;807;369937;0;0.1815627678995743;1;0;0;15.0;False
1119;Lat, Long;Cantabria;100;596;227019;0;0.6735227050277409;0;0;75;15.0;True
1120;Lat, Long;Cáceres;50;611;376967;0;0.3903953881213209;0;1;50;15.0;False
1121;Lat, Long;Palencia;25;745;333852;1;0.8513136898072843;0;1;25;inf;False
1122;Lat, Long;Ourense;100;989;334912;0;0.8074578541217646;0;0;0;inf;False
1123;Lat, Long;Zamora;25;649;230466;0;0.6231915115221281;1;0;0;20.0;False
1124;Lat, Long;Albacete;25;622;336870;0;0.4000793061057637;0;1;100;inf;False
1125;Lat, Long;Granada;100;748;395428;0;0.21455060405955712;1;1;75;20.0;False
1126;Lat, Long;Pontevedra;25;912;280291;0;0.3157575083667009;1;1;100;20.0;False
